NOME_PRODUTO,CATEGORIA_REGULATORIA,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO,EMPRESA_DETENTORA_REGISTRO
CÁSCARA SAGRADA BIONATUS,Fitoterápico,LAXANTES,Frangula purshiana (DC.) A. Gray ,BIONATUS LABORATÓRIO BOTÂNICO LTDA
CÁSCARA SAGRADA HERBARIUM,Fitoterápico,LAXANTES,Frangula purshiana (DC.) A. Gray ,HERBARIUM LABORATORIO BOTANICO LTDA
SENEFLORA,Fitoterápico,LAXANTES,SENNA ALEXANDRINA MILL.,KLEY HERTZ FARMACEUTICA S.A
SENNALAX,Fitoterápico,LAXANTES,SENNA ALEXANDRINA MILL.,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
SENNE BRASTERÁPICA,Fitoterápico,LAXANTES,SENNA ALEXANDRINA MILL.,BRASTERAPICA PHARMACEUTICA LTDA.
TAMARINE,Fitoterápico,LAXANTES,"SENNA ALEXANDRINA MILL., CASSIA FISTULA, CASSIA FISTULA L., CÁSSIA FÍSTULA",COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
METAMUCIL,Fitoterápico,LAXANTES INCREMENTADORES DO BOLO INTESTINAL,PLANTAGO OVATA FORSSK.,PROCTER & GAMBLE DO BRASIL LTDA.
PLANTABEN,Fitoterápico,LAXANTES INCREMENTADORES DO BOLO INTESTINAL,PLANTAGO OVATA FORSSK.,VIATRIS FARMACEUTICA DO BRASIL LTDA
AGIOLAX,Fitoterápico,LAXANTES INCREMENTADORES DO BOLO INTESTINAL,"PLANTAGO OVATA FORSSK., SENNA ALEXANDRINA MILL.",VIATRIS FARMACEUTICA DO BRASIL LTDA
SENARETI,Fitoterápico,LAXANTES INCREMENTADORES DO BOLO INTESTINAL,SENNA ALEXANDRINA MILL.,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
PÍLULAS DE ERVA DE BICHO COMPOSTAS IMESCARD,Fitoterápico,LAXANTES IRRITANTES OU ESTIMULANTES,"ALOE FEROX MILL., Cephaelis ipecacuanha (Brot.) A. Rich, ATROPA BELLADONNA L., PERSICARIA HYDROPIPER (L.) DELARBRE",LABORATÓRIOS OSÓRIO DE MORAES LTDA
PLANTARE,Fitoterápico,LAXANTES SUAVIZADORES OU EMOLIENTES,PLANTAGO OVATA FORSSK.,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
VIGOR NATUS,Fitoterápico,NEUROPSICOESTIMULANTES,PANAX GINSENG C. A. MEY.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
PETAMIG,Fitoterápico,OUTRAS PREPARAÇÕES ANTIENXAQUECA,"PETASITES HYBRIDUS (L.) P. GAERTN., B. MEY. & SCHERB.",HERBARIUM LABORATORIO BOTANICO LTDA
FINEST EG,Fitoterápico,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,PANAX GINSENG C. A. MEY.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
SANPROST,Fitoterápico,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,SERENOA REPENS (W. BARTRAM) SMALL,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
TINTURA DE ESPINHEIRA DIVINA COMPOSTA,Fitoterápico,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO,"MAYTENUS ILICIFOLIA MART.EX.REISS, MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL, JATEORHIZA PALMATA (LAM.) MIERS",VIDORA FARMACÊUTICA LTDA
LITANE,Fitoterápico,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,PELARGONIUM SIDOIDES DC.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
APLAUSE,Fitoterápico,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,ACTAEA RACEMOSA L.,MARJAN INDÚSTRIA E COMÉRCIO LTDA
CANEPHRON,Fitoterápico,OUTROS PRODUTOS UROLÓGICOS,"CENTAURIUM ERYTHRAEA RAFN, LEVISTICUM OFFICINALE W.D.J.KOCH, ROSMARINUS OFFICINALIS L.",BIONORICA DO BRASIL DISTRIBUICAO E IMPORTACAO LTDA
HERBA-SEK,Fitoterápico,OUTROS SUPRESSORES DA TOSSE,EXTRATO DA RAIZ DE ALTHAEA OFFICINALIS,HERBARIUM LABORATORIO BOTANICO LTDA
BLUGRIP PELARGONIUM,Fitoterápico,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE,PELARGONIUM SIDOIDES DC.,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
IMUNOTRAT PELARGONIUM,Fitoterápico,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE,PELARGONIUM SIDOIDES DC.,KLEY HERTZ FARMACEUTICA S.A
ELLURA,Fitoterápico,PRODUTOS PARA VIAS URINARIAS,VACCINIUM MACROCARPON AITON,BIOLAB SANUS FARMACÊUTICA LTDA
HELIORAL,Fitoterápico,"PROTECAO, APARENCIA E CICATRIZACAO DA PELE E MUCOSAS",POLYPODIUM LEUCATOMOS POIR.,FARMOQUÍMICA S/A
INTHOS,Fitoterápico,"PROTECAO, APARENCIA E CICATRIZACAO DA PELE E MUCOSAS",POLYPODIUM LEUCATOMOS POIR.,FARMOQUÍMICA S/A
BIOSENG,Fitoterápico,PSICOANALETICOS,PANAX GINSENG C. A. MEY.,NATULAB LABORATORIO S.A
EQUITAM,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,EUROFARMA LABORATORIOS S.A.
FITOBILOBA,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
GINKGO BILOBA MCG,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA
GINKGO VIDORA,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,VIDORA FARMACÊUTICA LTDA
GINKOCAPS,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,KLEY HERTZ FARMACEUTICA S.A
TEBONIN,Fitoterápico,VASODILATADORES,GINKGO BILOBA L.,HERBARIUM LABORATORIO BOTANICO LTDA
BIOGINKGO BIONATUS,Fitoterápico,VASODILATADORES CEREBRAIS,GINKGO BILOBA L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
GINKGO BILOBA LABORATÓRIOS OSÓRIO DE MORAES,Fitoterápico,VASODILATADORES CEREBRAIS,GINKGO BILOBA L.,LABORATÓRIOS OSÓRIO DE MORAES LTDA
CLIFEMIN,Fitoterápico,Fitoterápico,ACTAEA RACEMOSA L.,HERBARIUM LABORATORIO BOTANICO LTDA
TEPEMEN,Fitoterápico,Fitoterápico,ACTAEA RACEMOSA L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
CASTANHA DA ÍNDIA,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,BELFAR LTDA
CASTANHA DA ÍNDIA ATALAIA,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,FARMABRAZ BETA ATALAIA FARMACEUTICA LTDA.
CASTANHA DA ÍNDIA EC,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA
CASTANHA DA ÍNDIA HERBARIUM,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,HERBARIUM LABORATORIO BOTANICO LTDA
CASTANHA DA ÍNDIA LABORATÓRIOS OSÓRIO DE MORAES,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,LABORATÓRIOS OSÓRIO DE MORAES LTDA
PLASMOVE,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
PROCTOCAPS,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,KLEY HERTZ FARMACEUTICA S.A
VARILESS BIONATUS,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
VARINATI,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
VARIVAX,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,NATULAB LABORATORIO S.A
VARIZAN CASTANHA DA ÍNDIA,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,LAPON INDUSTRIA FARMACEUTICA LTDA - EPP
VITATRAT,Fitoterápico,Fitoterápico,AESCULUS HIPPOCASTANUM L.,LABORATÓRIO VITALAB LTDA
BROMELIN,Fitoterápico,Fitoterápico,ANANAS COMOSUS (L.) MERR.,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
ELIXIR CÓLICO,Fitoterápico,Fitoterápico,ATROPA BELLADONNA L.,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA
COGNITUS,Fitoterápico,Fitoterápico,Bacopa monnieri (L.) Wettst.,HERBARIUM LABORATORIO BOTANICO LTDA
GAMALINE V,Fitoterápico,Fitoterápico,BORAGO OFFICINALIS L.,HERBARIUM LABORATORIO BOTANICO LTDA
GAMAX,Fitoterápico,Fitoterápico,BORAGO OFFICINALIS L.,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
LAXETTE,Fitoterápico,Fitoterápico,"CASSIA ANGUSTIFOLIA L., Cassia senna L., SENNA ALEXANDRINA MILL.",BIOLAB SANUS FARMACÊUTICA LTDA
CELLUFAN  VITA,Fitoterápico,Fitoterápico,"CENTELLA ASIATICA (L.) URB., CENTELLA ASIATICA URB.",LABORATÓRIO VITALAB LTDA
ACHEFLAN,Fitoterápico,Fitoterápico,CORDIA VERBENACEA DC.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ALCACHOFRA  HERBARIUM,Fitoterápico,Fitoterápico,CYNARA SCOLYMUS L.,HERBARIUM LABORATORIO BOTANICO LTDA
ALCACHOFRA AIRELA,Fitoterápico,Fitoterápico,CYNARA SCOLYMUS L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
ALCACHOFRA NATULAB,Fitoterápico,Fitoterápico,CYNARA SCOLYMUS L.,NATULAB LABORATORIO S.A
ALCAGEST,Fitoterápico,Fitoterápico,CYNARA SCOLYMUS L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
LINEVIT,Fitoterápico,Fitoterápico,CYNARA SCOLYMUS L.,LABORATÓRIO VITALAB LTDA
FIGATIL,Fitoterápico,Fitoterápico,"CYNARA SCOLYMUS L., PEUMUS BOLDUS MOLINA",LABORATORIO CATARINENSE LTDA
FLOR DA NOITE COMPOSTA,Fitoterápico,Fitoterápico,"DORSTENIA ARIFOLIA LAM., CEREUS JAMACARU DC., Erythrina velutina Willd., HIMATANTHUS LANCIFOLIUS (MULL.ARG.) WOODSON",AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA
ECHINACEA VITALAB,Fitoterápico,Fitoterápico,ECHINACEA PURPUREA (L.) MOENCH,LABORATÓRIO VITALAB LTDA
ENAX,Fitoterápico,Fitoterápico,ECHINACEA PURPUREA (L.) MOENCH,ARESE PHARMA LTDA.
KMUNE,Fitoterápico,Fitoterápico,ECHINACEA PURPUREA (L.) MOENCH,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
PRYMOX,Fitoterápico,Fitoterápico,ECHINACEA PURPUREA (L.) MOENCH,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
BRONQUIVITA,Fitoterápico,Fitoterápico,"EUCALIPTUS GLOBULUS  Labill, EUCALYPTUS GLOBULUS LABILL.",LABORATÓRIO VITALAB LTDA
CAMOMILA COMPOSTA CATARINENSE,Fitoterápico,Fitoterápico,"GENTIANA LUTEA L., Gentiana lutea, Chamaemelum nobile (L.)All.",LABORATORIO CATARINENSE LTDA
GINKGO BILOBA BRASTERAPICA,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,BRASTERAPICA PHARMACEUTICA LTDA.
GINKGO CATARINENSE,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,LABORATORIO CATARINENSE LTDA
GINKGO ES,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,LABORATÓRIO VITALAB LTDA
GINKGO HERBARIUM,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,HERBARIUM LABORATORIO BOTANICO LTDA
GINKOBA,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,ZYDUS NIKKHO FARMACÊUTICA LTDA
GINKOMED,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,CIMED INDUSTRIA S.A
GINKOZYD,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,ZYDUS NIKKHO FARMACÊUTICA LTDA
RITAPEELS,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
TANAKAN,Fitoterápico,Fitoterápico,GINKGO BILOBA L.,ABBOTT LABORATÓRIOS DO BRASIL LTDA
SOYFEMME,Fitoterápico,Fitoterápico,GLYCINE MAX (L.) MERR.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SOYNATI,Fitoterápico,Fitoterápico,GLYCINE MAX (L.) MERR.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
PIASCLEDINE,Fitoterápico,Fitoterápico,"GLYCINE MAX, PERSEA AMERICANA MILL., GLYCINE MAX (L.) MERR., PERSEA GRATISSIMA GAERTN",ABBOTT LABORATÓRIOS DO BRASIL LTDA
HEMOPROCT,Fitoterápico,Fitoterápico,HAMAMELIS VIRGINIANA L.,BELFAR LTDA
MARAVILHA CURATIVA DO DR. HUMPHERYS,Fitoterápico,Fitoterápico,HAMAMELIS VIRGINIANA L.,PINUS INDUSTRIA QUIMICA E FARMACEUTICA LTDA
REUMALIV,Fitoterápico,Fitoterápico,"HARPAGOPHYTUM PROCUMBENS (BURCH.) DC. EX MEISSN., HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.",LABORATÓRIO VITALAB LTDA
ARPADOL,Fitoterápico,Fitoterápico,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,APSEN FARMACEUTICA S/A
ARPAFITO,Fitoterápico,Fitoterápico,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
BIOFLAN,Fitoterápico,Fitoterápico,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
HARPAGON,Fitoterápico,Fitoterápico,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN. E/OU HARPAGOPHYTUM ZEYHERI DECNE,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
ABRILAR,Fitoterápico,Fitoterápico,"HEDERA HELIX (HERA), HEDERA HELIX L.",FARMOQUÍMICA S/A
HEDRA EXPEC,Fitoterápico,Fitoterápico,"HEDERA HELIX (HERA), HEDERA HELIX L.",LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
ABRIFIT,Fitoterápico,Fitoterápico,HEDERA HELIX L.,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
ABRYFLUI,Fitoterápico,Fitoterápico,HEDERA HELIX L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
AREMAZ,Fitoterápico,Fitoterápico,HEDERA HELIX L.,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
ARLIVRY,Fitoterápico,Fitoterápico,HEDERA HELIX L.,NATULAB LABORATORIO S.A
BRONDELIX,Fitoterápico,Fitoterápico,HEDERA HELIX L.,EMS S/A
FLYARE,Fitoterápico,Fitoterápico,HEDERA HELIX L.,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
HEVELAIR,Fitoterápico,Fitoterápico,HEDERA HELIX L.,BRASTERAPICA PHARMACEUTICA LTDA.
NQ HERA,Fitoterápico,Fitoterápico,HEDERA HELIX L.,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
RESPIRATUS,Fitoterápico,Fitoterápico,HEDERA HELIX L.,SANOFI MEDLEY FARMACÊUTICA LTDA.
SPECDERA,Fitoterápico,Fitoterápico,HEDERA HELIX L.,LABORATÓRIO GLOBO SA
TORANTE,Fitoterápico,Fitoterápico,HEDERA HELIX L.,EUROFARMA LABORATORIOS S.A.
TOUX,Fitoterápico,Fitoterápico,HEDERA HELIX L.,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA
V-TOSSE,Fitoterápico,Fitoterápico,HEDERA HELIX L.,EUROFARMA LABORATORIOS S.A.
DEPRENON  VITA,Fitoterápico,Fitoterápico,HYPERICUM PERFORATUM L.,LABORATÓRIO VITALAB LTDA
AD-MUC,Fitoterápico,Fitoterápico,MATRICARIA RECUTITA L.,BIOLAB SANUS FARMACÊUTICA LTDA
VENOLISE,Fitoterápico,Fitoterápico,MELILOTUS OFFICINALIS (L.) PALL.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
MELISSA IFAL,Fitoterápico,Fitoterápico,MELISSA OFFICINALIS L.,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA
SONOLIS,Fitoterápico,Fitoterápico,MELISSA OFFICINALIS L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
APIGUACO,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,APIS FLORA INDUSTRIAL  E COMERCIAL LTDA
EXPECTRAT,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
G500 BALSÂMICO,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,LABORATORIO CATARINENSE LTDA
GUACOLIN,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,KRESS FARMACEUTICA S.A.
GUACONAT,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
XAROPE DE GUACO BELFAR,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,BELFAR LTDA
XAROPE DE GUACO HERBARIUM,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,HERBARIUM LABORATORIO BOTANICO LTDA
XAROPE DE GUACO NATULAB,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,NATULAB LABORATORIO S.A
XAROPE GUACO MELPOEJO,Fitoterápico,Fitoterápico,MIKANIA GLOMERATA SPRENG.,LABORATÓRIO MELPOEJO
MELAGRIÃO,Fitoterápico,Fitoterápico,"MIKANIA GLOMERATA SPRENG., GLINUS OPPOSITIFOLIUS (L.) AUG. DC., Polygala senega L., Cephaelis ipecacuanha (Brot.) A. Rich",LABORATORIO CATARINENSE LTDA
XAROPE DE GUACO CIMED,Fitoterápico,Fitoterápico,"MIKANIA GLOMERATA SPRENG., Mikania laevigata Sch.Bip. ex Baker. ",CIMED INDUSTRIA S.A
ESPINHEIRA SANTA,Fitoterápico,Fitoterápico,MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL,VIDORA FARMACÊUTICA LTDA
ESPINHEIRA SANTA NATULAB,Fitoterápico,Fitoterápico,MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL,NATULAB LABORATORIO S.A
TINTURA DE JALAPA SOBRAL,Fitoterápico,Fitoterápico,OPERCULINA ALATA (HAM.) URB.,THEODORO F SOBRAL & CIA LTDA
GINSENG BIONATUS,Fitoterápico,Fitoterápico,PANAX GINSENG C. A. MEY.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
AKALMESE,Fitoterápico,Fitoterápico,Passiflora incarnata L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
DALAY,Fitoterápico,Fitoterápico,Passiflora incarnata L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
PASSIFLORA CATARINENSE,Fitoterápico,Fitoterápico,Passiflora incarnata L.,LABORATORIO CATARINENSE LTDA
PASSIFLORA KLEIN,Fitoterápico,Fitoterápico,Passiflora incarnata L.,VIDORA FARMACÊUTICA LTDA
PASSIFY,Fitoterápico,Fitoterápico,Passiflora incarnata L.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
RITMONEURAN RTM,Fitoterápico,Fitoterápico,Passiflora incarnata L.,KLEY HERTZ FARMACEUTICA S.A
SEAKALM,Fitoterápico,Fitoterápico,Passiflora incarnata L.,NATULAB LABORATORIO S.A
SONOZZZ,Fitoterápico,Fitoterápico,Passiflora incarnata L.,PROCTER & GAMBLE DO BRASIL LTDA.
TENSART,Fitoterápico,Fitoterápico,Passiflora incarnata L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
TRANQUIL,Fitoterápico,Fitoterápico,Passiflora incarnata L.,LABORATÓRIO GLOBO SA
CATUAMA,Fitoterápico,Fitoterápico,"PAULINIA CUPANA, TRICHILIA EMARGINATA (TURCZ.) C.DC., CROTON ECHIOIDEUS BAILL., CROTON HELIOTROPIIFOLIUS KUNTH, PAULLINIA CUPANA KUNTH, Trichilia catigua A.Juss., ZINGIBER OFFICINALE ROSCOE",LABORATORIO CATARINENSE LTDA
IMUNOFLAN,Fitoterápico,Fitoterápico,PELARGONIUM SIDOIDES DC.,HERBARIUM LABORATORIO BOTANICO LTDA
KALOBA,Fitoterápico,Fitoterápico,PELARGONIUM SIDOIDES DC.,HERBARIUM LABORATORIO BOTANICO LTDA
BIOHEPATON,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
BOLDO BELFAR,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,BELFAR LTDA
EPAPHYTO,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,NATULAB LABORATORIO S.A
GOTAS PRECIOSAS,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,KLEY HERTZ FARMACEUTICA S.A
HEPATOPLANTAS,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA
IEROBINA,Fitoterápico,Fitoterápico,PEUMUS BOLDUS MOLINA,BELFAR LTDA
HEPATILON,Fitoterápico,Fitoterápico,"PEUMUS BOLDUS, PEUMUS BOLDUS MOLINA",KLEY HERTZ FARMACEUTICA S.A
KOMPAZ,Fitoterápico,Fitoterápico,PIPER METHYSTICUM G. FORST.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
PLANTOLAXY,Fitoterápico,Fitoterápico,PLANTAGO OVATA FORSSK.,NATULAB LABORATORIO S.A
FITOBRONC,Fitoterápico,Fitoterápico,POLYGALA SENEGA L.,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA
EPAREMA,Fitoterápico,Fitoterápico,"Rheum palmatum L., Frangula purshiana (DC.) A. Gray , PEUMUS BOLDUS MOLINA",COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
FISIOTON,Fitoterápico,Fitoterápico,RHODIOLA ROSEA L.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
GALENOGAL ELIXIR,Fitoterápico,Fitoterápico,SALIX ALBA L.,KLEY HERTZ FARMACEUTICA S.A
KRONEL,Fitoterápico,Fitoterápico,"SCHINUS TEREBINTHIFOLIUS, Schinus terebenthifolius, SCHINUS TEREBINTHIFOLIA RADDI",INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
ACTIVE PLUS,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,MAKROFARMA QUIMICA FARMACEUTICA LTDA
CAPSPLAN,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,LAPON INDUSTRIA FARMACEUTICA LTDA - EPP
LACASS,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,ARESE PHARMA LTDA.
LAXASENE BIONATUS,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
NATULAXE,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,NATULAB LABORATORIO S.A
SENE HERBARIUM,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,HERBARIUM LABORATORIO BOTANICO LTDA
SENEBEN,Fitoterápico,Fitoterápico,SENNA ALEXANDRINA MILL.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
NATURETTI,Fitoterápico,Fitoterápico,"SENNA ALEXANDRINA MILL., CASSIA FISTULA L.",BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
PLAN 30 DIAS,Fitoterápico,Fitoterápico,"SENNA ALEXANDRINA MILL., PEUMUS BOLDUS MOLINA",TÉ GUARANI DO BRASIL LTDA
PROSTATAL,Fitoterápico,Fitoterápico,SERENOA REPENS (W. BARTRAM) SMALL,HERBARIUM LABORATORIO BOTANICO LTDA
FIGMED,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,CIMED INDUSTRIA S.A
HEPAT,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
HEPAT,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,MABRA FARMACEUTICA LTDA
LEGALON,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,VIATRIS FARMACEUTICA DO BRASIL LTDA
LISON,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
SILARYM,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
SÍLIBOM,Fitoterápico,Fitoterápico,SILYBUM MARIANUM (L.) GAERTN,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
FITOSCAR,Fitoterápico,Fitoterápico,STRYPHNODENDRON ADSTRINGENS (MART.) COVILLE,APSEN FARMACEUTICA S/A
TOMIS,Fitoterápico,Fitoterápico,Thymus vulgaris  L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
ANDROSTEN,Fitoterápico,Fitoterápico,TRIBULUS TERRESTRIS L.,HERBARIUM LABORATORIO BOTANICO LTDA
FITOVITAL,Fitoterápico,Fitoterápico,"Trichilia catigua A.Juss., CROTON HELIOTROPIIFOLIUS KUNTH, PAULLINIA CUPANA KUNTH",LABORATORIO CATARINENSE LTDA
MENORALIS,Fitoterápico,Fitoterápico,TRIFOLIUM PRATENSE L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
CALMAZIL,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
CALMITANE,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
LENITIVE,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
VALDREAM,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,ZYDUS NIKKHO FARMACÊUTICA LTDA
VALERANCE,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA
VALERIANA LABORATÓRIOS OSÓRIO DE MORAES,Fitoterápico,Fitoterápico,VALERIANA OFFICINALIS L.,LABORATÓRIOS OSÓRIO DE MORAES LTDA
